,article_link,headline
1121,https://www.huffingtonpost.com/entry/a-flash-of-honesty_us_586c22e5e4b04d7df167d7e5,a flash of honesty
1122,https://local.theonion.com/area-dad-didn-t-shell-out-100-at-aquarium-for-lecture-1819577336,area dad didn't shell out $100 at aquarium for lecture about ecosystem
1123,https://www.huffingtonpost.com/entry/powerful-post-reminds-parents-to-enjoy-the-noise-while-they-can_us_582a2d60e4b0c4b63b0e20f0,powerful post reminds parents to enjoy the noise while they can
1124,https://www.theonion.com/family-cuts-nursing-home-visit-short-so-grandmother-can-1819578142,family cuts nursing home visit short so grandmother can get back to excruciating loneliness
1125,https://www.huffingtonpost.com/entry/shelter-dog-adoption-video_us_567acc41e4b0b958f658dddf,shy shelter dog's reaction to getting adopted is the definition of joy on earth
1126,https://www.huffingtonpost.com/entry/americans-support-immigration-reform_us_56fa7252e4b0143a9b492cdf,huffpollster: most americans support a pathway to citizenship for unauthorized immigrants
1127,https://www.huffingtonpost.com/entry/cant-a-girl-just-gig_b_5301810.html,can't a girl just gig?
1128,https://www.huffingtonpost.com/entry/brandy-sang-on-the-nyc-subway-and-nobody-noticed_us_55a6bee2e4b04740a3dedc37,brandy sang on the nyc subway and nobody noticed
1129,https://www.huffingtonpost.comhttp://huff.lv/21UZNhs,trump won't stop joking about dating his daughter
1130,https://www.huffingtonpost.com/entry/seth-meyers-gop-tax-donald-trump_us_5a3b6ba4e4b06d1621b1c99d,seth meyers: the gop tax bill is a 'brazen heist of the country'
1131,https://politics.theonion.com/loyal-senator-still-lying-patiently-in-spot-where-belov-1819577572,loyal senator still lying patiently in spot where beloved bill died
1132,https://www.huffingtonpost.com/entry/diagnosing-and-curing-our-sick-health-system_b_6255390.html,diagnosing and curing our sick health system
1133,https://www.huffingtonpost.com/entry/15-hours-overnight-at-seo_b_6576204.html,15 hours overnight at seoul's incheon airport with kids
1134,https://www.huffingtonpost.com/entry/monsanto-spin-doctors-target-cancer-scientist-in-flawed_us_594449eae4b0940f84fe2e57,monsanto spin doctors target cancer scientist in flawed reuters story
1135,https://www.huffingtonpost.com/entry/unencumbered-by-the-facts_us_592a24e5e4b0a7b7b469cb2a,unencumbered by the facts...
1136,https://local.theonion.com/area-nephew-a-very-funny-young-man-1819572621,area nephew a very funny young man
1137,https://www.theonion.com/even-consumer-s-subconscious-can-tell-banner-ad-campaig-1819575671,even consumer's subconscious can tell banner ad campaign ineffective
1138,https://entertainment.theonion.com/once-cute-cerebral-palsy-poster-child-now-awkward-cereb-1819565253,once-cute cerebral palsy poster child now awkward cerebral palsy teen
1139,https://www.huffingtonpost.com/entry/coffee-nail-art_n_5620925.html,coffee nail art that will perk up your monday morning
1140,https://politics.theonion.com/recount-reveals-nader-defeated-1819565826,recount reveals nader defeated
1141,https://entertainment.theonion.com/robert-pattinson-looking-forward-to-taking-on-more-seri-1819574210,robert pattinson looking forward to taking on more serious vampire roles after conclusion of 'twilight' films
1142,https://www.huffingtonpost.com/entry/donald-trump-executive-overreach-house-republicans_us_57680ef5e4b015db1bc9f498,house republicans are getting uncomfortable with donald trump's stance on executive overreach
1143,https://entertainment.theonion.com/sitcom-characters-still-in-shock-after-christmas-episod-1819574259,sitcom characters still in shock after christmas episode proves existence of santa claus
1144,https://local.theonion.com/adrenaline-supply-intended-for-lifting-car-off-loved-on-1820444755,adrenaline supply intended for lifting car off loved one called upon to carry 4 grocery bags at once
1145,https://politics.theonion.com/mitt-romney-paul-ryan-to-awkwardly-hug-high-five-for-1819590795,"mitt romney, paul ryan to awkwardly hug, high five for next three months"
1146,https://www.theonion.com/businessman-takes-power-bath-1819569733,businessman takes power bath
1147,https://www.theonion.com/decades-of-breathing-really-starting-to-catch-up-with-c-1819578703,decades of breathing really starting to catch up with chinese man
1148,https://www.huffingtonpost.com/entry/the-feminine-culture-6-things-i-learned-from-women-that-make-me-thrive_b_6936122.html,the feminine culture: 6 things i learned from women that make me #thrive
1149,https://politics.theonion.com/majority-whip-displays-impaled-senator-outside-capitol-1819578399,majority whip displays impaled senator outside capitol building as warning to all who cross party lines
1150,https://www.theonion.com/mytron-the-fifth-illuminati-ruler-and-secret-overlord-1819571362,"mytron the fifth, illuminati ruler and secret overlord of all humanity, dead at 112"
1151,https://politics.theonion.com/critics-worried-new-cia-report-puts-u-s-at-considerabl-1819577281,critics worried new cia report puts u.s. at considerable risk of transparency
1152,https://www.huffingtonpost.com/entry/jason-derulo-american-airlines_us_589cb3b5e4b04061313c2a16,jason derulo accuses american airlines of 'racial discrimination' after luggage dispute
1153,https://www.huffingtonpost.com/entry/boys-in-chairs-my-first-t_b_5332731.html,"boys in chairs: my first time, 11 years later"
1154,https://www.huffingtonpost.com/entry/a-quiz-for-moms-how-ready-are-you-for-the-school-year_us_5919a098e4b00ccaae9ea4ab,a quiz for moms: how ready are you for the school year to end?
1155,https://www.theonion.com/lone-ant-crawling-through-kitchen-trumpets-arrival-of-h-1819592577,lone ant crawling through kitchen trumpets arrival of horde
1156,https://entertainment.theonion.com/billy-ray-cyrus-to-speak-out-on-single-payer-health-car-1819564968,billy ray cyrus to speak out on single-payer health-care issue on politically incorrect
1157,https://www.huffingtonpost.com/entry/a-pivotal-law-for-nyc-pet_b_6369068.html,a pivotal law for nyc pets
1158,https://www.theonion.com/routine-affordable-medical-procedure-put-off-another-y-1819566431,"routine, affordable medical procedure put off another year"
1159,https://www.theonion.com/sausage-storm-grounds-nations-airliners-1819586182,sausage storm grounds nation's airliners
1160,https://www.huffingtonpost.com/entry/tillerson-nato-meeting_us_58de3436e4b05eae031effae,rex tillerson says u.s. committed to nato in first alliance meeting
1161,https://politics.theonion.com/nation-s-liberals-not-sure-what-to-think-after-hearing-1825384904,nation's liberals not sure what to think after hearing special counsel has waterboarded every suspect in trump investigation
1162,https://www.huffingtonpost.com/entry/pork-roll-ice-cream_us_5ae9de94e4b022f71a0448f0,pork roll ice cream a hot item at new jersey farm
1163,https://www.theonion.com/bisexuals-parents-half-understand-1819569392,bisexual's parents half-understand
1164,https://www.huffingtonpost.com/entry/dad-describes-delivering-his-own-baby-on-twitter_us_568ffe51e4b0a2b6fb6fe0d9,dad describes delivering his own baby on twitter
1165,https://www.huffingtonpost.com/entry/louie-gohmert-target-transgender-bathrooms_us_57196420e4b0d0042da8c55c,louie gohmert threatens to quit shopping at target
1166,https://local.theonion.com/that-guy-from-that-one-show-spotted-with-the-girl-from-1819566114,that guy from that one show spotted with the girl from the shampoo ad
1167,https://www.huffingtonpost.com/entry/former-food-stamp-recipie_n_7070002.html,the gop has a split personality when it comes to food stamps
1168,https://www.theonion.com/silicon-breast-implants-perform-millions-of-calculation-1819587997,silicon breast implants perform millions of calculations per second
1169,https://www.huffingtonpost.com/entry/broken-windows-broken-tru_b_6064724.html,"broken windows, broken trust"
1170,https://www.theonion.com/kurt-warner-cheered-on-by-wire-haired-man-goblin-1819587103,kurt warner cheered on by wire-haired man-goblin
1171,https://www.theonion.com/humanity-hoping-it-only-has-to-put-up-with-few-more-mil-1819579019,humanity hoping it only has to put up with few more millennia of this shit
1172,https://www.theonion.com/fun-loving-turtle-all-business-when-its-feeding-time-1819573913,fun-loving turtle all business when it's feeding time
1173,https://entertainment.theonion.com/drew-carey-signs-75-year-contract-to-host-the-price-is-1819588656,drew carey signs 75-year contract to host the price is right
1174,https://www.huffingtonpost.com/entry/opinion-levy-pruitt-first-class_us_5ab70c53e4b054d118e37aa3,"as scott pruitt flies first class, epa barely gets off the ground"
1175,https://www.huffingtonpost.com/entry/a-woman-is-on-the-cover-of-womens-running_us_57619449e4b09c926cfde30b,trans woman covers women's running body issue
1176,https://local.theonion.com/tea-party-host-struggling-to-keep-conversation-going-1819588189,tea-party host struggling to keep conversation going
1177,https://www.theonion.com/community-rallies-to-win-private-busing-for-freaky-look-1819586122,community rallies to win private busing for freaky-looking winter hat guy
1178,https://www.huffingtonpost.com/entry/lebron-james-laura-ingraham-donald-trump_us_5a882ceee4b00bc49f44824e,lebron james hits back at laura ingraham over 'shut up and dribble' comment
1179,https://www.huffingtonpost.com/entry/victorias-secret-fashion-_0_n_6271920.html,this. actually. happened.
1180,https://www.theonion.com/historical-archives-iroquois-in-urgency-quelled-by-gov-1819570186,historical archives: iroquois inſurgency quelled by gov't.!
1181,https://politics.theonion.com/supreme-court-justices-keep-citing-cases-roberts-and-al-1819570696,supreme court justices keep citing cases roberts and alito are too young to remember
1182,https://www.theonion.com/deep-blue-quietly-celebrates-10th-anniversary-with-garr-1819579913,deep blue quietly celebrates 10th anniversary with garry kasparov's ex-wife
1183,https://www.huffingtonpost.com/entry/blessed-be-the-fruit-loops-the-handmaids-tale-renewed-for-third-season_us_5aeb183fe4b041fd2d23af60,blessed be the froot loops: 'the handmaid's tale' renewed for third season
1184,https://www.theonion.com/west-bank-rioting-shatters-45-minutes-of-middle-east-pe-1819564027,west bank rioting shatters 45 minutes of middle east peace
1185,https://www.theonion.com/lone-house-with-no-halloween-decorations-by-far-spookie-1819574133,lone house with no halloween decorations by far spookiest in neighborhood
1186,https://www.huffingtonpost.com/entry/dnainfo-gothamist-shut-down_us_59fb891be4b0b0c7fa39122e,gothamist sites and dnainfo shut down after staffers unionize
1187,https://www.huffingtonpost.com/entry/8-chic-winter-looks-for-p_b_6288996.html,8 chic winter looks for pregnant gals
1188,https://www.theonion.com/frantic-last-second-study-finds-old-fashioned-donut-be-1819811037,"frantic, last-second study finds old-fashioned donut better for you than bavarian cream"
1189,https://www.huffingtonpost.com/entry/tennessee-chancellor-resign-christmas_us_5661f2d7e4b072e9d1c618b2,tennessee lawmakers want university head to resign for not boosting christmas
1190,https://www.huffingtonpost.com/entry/adult-film-star-accuses-tj-and-jordan-vogt-roberts-of-sexual-harassment_us_5a398b10e4b0b0e5a79e025b,adult film star accuses t.j. miller and jordan vogt-roberts of harassment
1191,https://www.huffingtonpost.com/entry/rinkins-report-keys-to-bu_b_6522880.html,rinkins report: keys to building valuable business relationships
1192,https://www.theonion.com/experts-warn-situation-in-gaza-will-get-worse-before-it-1819576759,experts warn situation in gaza will get worse before it gets much worse
1193,https://www.huffingtonpost.com/entry/rupaul-star-walk-of-fame_us_594d3a65e4b02734df2a0dba,rupaul is getting a star on the walk of fame
1194,https://www.huffingtonpost.com/entry/matt-damon-donald-trump-movie-appearances-reason_us_59aa52d6e4b0b5e530fee3c2,matt damon reveals the vain reason behind donald trump's movie cameos
1195,https://politics.theonion.com/clinton-credits-nevada-victory-to-inescapable-pitch-bl-1819578631,"clinton credits nevada victory to inescapable, pitch-black tide of fate"
1196,https://www.huffingtonpost.com/entry/originalists-against-trump-antonin-scalia_us_58051baee4b0162c043d734d,some of justice scalia's biggest fans declare donald trump 'uniquely unsuited' to be president
1197,https://local.theonion.com/man-wishes-women-in-crowded-bar-would-let-him-read-jane-1822201409,man wishes women in crowded bar would let him read jane austen novel in peace
1198,https://www.huffingtonpost.com/entry/jennifer-lawrence-hanging-tree-billboard-hot-100_n_6243722.html,"jennifer lawrence may hate singing, but now she's a pop star"
1199,https://www.theonion.com/last-beer-in-six-pack-drunk-with-plastic-rings-still-at-1819587153,last beer in six pack drunk with plastic rings still attached
1200,https://www.theonion.com/new-york-times-faces-of-the-dead-editor-just-needs-a-co-1819570710,new york times 'faces of the dead' editor just needs a couple more to fill out corner
1201,https://local.theonion.com/ob-gyn-kind-of-annoyed-she-has-to-confirm-woman-s-premo-1819874099,ob-gyn kind of annoyed she has to confirm woman's premonition about sex of baby that came to her in dream
1202,https://www.theonion.com/captain-kirks-life-flashes-before-dying-trekkies-eyes-1819565774,captain kirk's life flashes before dying trekkie's eyes
1203,https://www.huffingtonpost.com/entry/secret-pro-transgender-commercial_us_58122d5de4b0390e69ce9a4b,secret deodorant debuts groundbreaking transgender ad
1204,https://www.theonion.com/new-school-shooter-drill-includes-practicing-pleas-to-l-1823049024,new school shooter drill includes practicing pleas to lawmakers to do something about this
1205,https://local.theonion.com/man-misses-simple-pleasure-of-going-to-movie-store-bro-1819575380,"man misses simple pleasure of going to movie store, browsing for something, being told it's out, driving home"
1206,https://www.theonion.com/house-cat-announces-plans-to-just-sit-there-for-46-minu-1819576968,house cat announces plans to just sit there for 46 minutes
1207,https://politics.theonion.com/stresses-of-white-house-causing-bo-to-go-prematurely-gr-1819590003,stresses of white house causing bo to go prematurely gray
1208,https://www.huffingtonpost.com/entry/dread-scott-art-interview_us_58a21e46e4b0ab2d2b17fc11,activist artist dread scott on why we need a revolution
1209,https://www.huffingtonpost.com/entry/introducing-the-pineapple-christmas-tree-our-new-favorite_us_5a0202b8e4b0b422a3c5ccfd,"introducing the pineapple christmas tree, our new favorite holiday tradition"
1210,https://www.huffingtonpost.com/entry/popovich-game-show-trump_us_59190a7ae4b0031e737ea037,spurs coach gregg popovich rips 'game show' president
1211,https://www.theonion.com/angela-merkel-opens-up-to-the-only-newspaper-she-trusts-1819572740,angela merkel opens up to the only newspaper she trusts
1212,https://www.huffingtonpost.com/entry/a-rare-peek-inside-amazon_n_5499451.html,a rare peek inside amazon's massive warehouse
1213,https://www.huffingtonpost.com/entry/david-koechner-snl_us_564f68fde4b0d4093a579f37,comedian david koechner was 'shocked' to be kicked off 'snl'
1214,https://local.theonion.com/unclear-what-coworker-with-banana-on-desk-all-day-waiti-1819579617,unclear what coworker with banana on desk all day waiting for
1215,https://www.huffingtonpost.com/entry/the-most-flattering-eyeliner-technique-for-your-eye_us_5aa7f4e9e4b0826867e2ba6e,the most flattering eyeliner technique for your eye shape
1216,https://www.theonion.com/epa-warns-human-beings-no-longer-biodegradable-1819569218,epa warns human beings no longer biodegradable
1217,https://www.huffingtonpost.com/entry/prince-cremated-private-ceremony-held-among-family-and-friends_us_571cc824e4b0d4d3f7239d3d,"prince cremated, private ceremony held with family and friends"
1218,https://www.theonion.com/finger-quotes-lady-now-doing-hand-parentheses-1819566554,finger-quotes lady now doing hand parentheses
1219,https://www.theonion.com/dennis-miller-deeply-concerned-about-long-distance-serv-1819564873,dennis miller deeply concerned about long-distance service
1220,https://politics.theonion.com/obama-not-sure-how-to-handle-compliment-1819573008,obama not sure how to handle compliment
1221,https://www.theonion.com/new-candy-to-hum-and-glow-in-mouths-1819586158,new candy to hum and glow in mouths
1222,https://politics.theonion.com/nation-too-terrified-to-look-at-what-trump-s-recent-ris-1819579388,nation too terrified to look at what trump's recent rise in polls attributed to
1223,https://www.huffingtonpost.com/entry/wednesdays-morning-email-trump-to-meet-with-mexicos-president_us_57c6c1cfe4b078581f1027ca,wednesday's morning email: trump to meet with mexico's president
1224,https://www.huffingtonpost.com/entry/to-fight-radicalisation-in-southeast-asia-empower_us_595e4c72e4b085e766b510bc,"to fight radicalization in southeast asia, empower the women"
1225,https://www.huffingtonpost.com/entry/you-dont-have-to-cherish-every-moment-to-appreciate-your-children_us_58d28545e4b0b22b0d18a4c2,you don't have to 'cherish every moment' to appreciate your children
1226,https://local.theonion.com/woman-tragically-succumbs-to-natural-hair-color-1819576311,woman tragically succumbs to natural hair color
1227,https://politics.theonion.com/sharper-image-vows-we-will-be-undersold-1819567732,sharper image vows 'we will be undersold'
1228,https://www.huffingtonpost.com/entry/a-new-future-for-fashion_b_7120694.html,a new future for fashion
1229,https://www.huffingtonpost.comhttp://www.nytimes.com/2015/11/01/us/politics/guantanamo-is-leaving-obama-with-choices-neither-of-them-simple.html?smid=tw-nytimes&smtyp=cur,obama faces two unappealing choices on gitmo
1230,https://www.theonion.com/netflix-instant-thinking-about-adding-good-movie-1819576005,netflix instant thinking about adding good movie
1231,https://entertainment.theonion.com/tom-hanks-vows-he-wont-stop-until-he-has-portrayed-ever-1822527510,tom hanks vows he won't stop until he has portrayed every last american
1232,https://entertainment.theonion.com/mets-earmark-53-million-for-pitching-relief-1819567702,mets earmark $53 million for pitching relief
1233,https://local.theonion.com/lack-of-sexual-tension-with-coworker-almost-unbearable-1819575643,lack of sexual tension with coworker almost unbearable
1234,https://www.huffingtonpost.com/entry/12-pieces-of-advice-for-president-elect-trump_us_5832357be4b0d28e55215174,12 pieces of advice for president-elect trump
1235,https://politics.theonion.com/powerful-special-interest-group-momentarily-blanks-on-a-1819570285,powerful special interest group momentarily blanks on agenda
1236,https://www.huffingtonpost.com/entry/5-mistakes-to-avoid-during-your-wedding-night_us_591c2a62e4b0da7850311c3b,5 mistakes to avoid during your wedding night
1237,https://www.huffingtonpost.com/entry/the-prospects-for-mediati_b_8946588.html,the prospects for mediation between saudi arabia and iran
1238,https://politics.theonion.com/i-can-t-do-this-again-shaking-sweating-donald-trump-1819578643,"'i can't do this again,' shaking, sweating donald trump says after nervously vomiting before rally"
1239,https://entertainment.theonion.com/dixieland-band-evicted-1819587532,dixieland band evicted
1240,https://www.huffingtonpost.com/entry/2020-ny-presidential-candidates-cuomo-v-gillibrand_us_5a396d67e4b0c12e6337b1a0,2020 new york presidential candidates: cuomo v. gillibrand
1241,https://www.theonion.com/iggy-pop-only-one-allowed-in-grocery-store-shirtless-1819588790,iggy pop only one allowed in grocery store shirtless
1242,https://politics.theonion.com/jared-kushner-forced-to-follow-along-with-ivankas-class-1823361001,jared kushner forced to follow along with ivanka's classified documents during meetings
1243,https://entertainment.theonion.com/book-about-michael-jackson-available-for-purchase-1819589605,book about michael jackson available for purchase
1244,https://www.huffingtonpost.com/entry/apple-iphone-encryption-fbi_us_56c548dde4b08ffac127ae22,privacy activists rally to apple's defense over fbi data demand
1245,https://www.huffingtonpost.com/entry/donald-trump-china-currency-manipulation_us_5775213de4b0cc0fa13692c4,trump's obsession with chinese currency manipulation is sooo 2014
1246,https://www.huffingtonpost.com/entry/the-secret-key-to-navigating-change_b_6519446.html,the secret key to navigating change: your inner compass
1247,https://www.theonion.com/new-numeric-boggle-challenges-players-to-find-integers-1819588112,new numeric boggle challenges players to find integers
1248,https://www.huffingtonpost.com/entry/sean-spicer-san-bernardino_us_588f3d65e4b08a14f7e6f416,sean spicer uses san bernardino shooting to justify banning 220 million people
1249,https://www.huffingtonpost.comhttp://www.billboard.com/articles/news/7556904/prince-rep-denies-jay-z-40-million-offer-unreleased-music,prince rep has 'no knowledge' of jay z's reported $40 million offer for artist's unreleased music
1250,https://www.huffingtonpost.com/entry/fridays-morning-email-flynn-reportedly-wants-immunity_us_58de3162e4b08194e3b919de,friday's morning email: flynn reportedly wants immunity
1251,https://www.huffingtonpost.com/entry/us-should-host-2022-world-cup-not-qatar_us_594eee86e4b0326c0a8d0909,"u.s. should host 2022 world cup, not qatar"
1252,https://sports.theonion.com/defense-needs-to-be-more-physical-reports-man-slumped-1819576006,"defense needs to be more physical, reports man slumped on couch for past 5 hours"
1253,https://www.huffingtonpost.com/entry/adorable-girls-sum-up-why-we-need-more-landmarks-named-after-women_us_58a31e6ce4b0ab2d2b19223c,adorable girls sum up why we need more landmarks named after women
1254,https://www.huffingtonpost.com/entry/jared-leto-joker_n_6125914.html,jared leto may play the joker in 'suicide squad'
1255,https://local.theonion.com/area-man-cant-remember-whether-he-rented-mimic-or-the-r-1819565157,area man can't remember whether he rented mimic or the relic
1256,https://politics.theonion.com/washington-s-hobby-lobby-lobbies-to-strengthen-hobbies-1819575448,washington's hobby lobby lobbies to strengthen hobbies
1257,https://www.huffingtonpost.com/entry/make-homemade-candy-cane_b_6284278.html,make homemade candy cane fudge like a boss
1258,https://www.huffingtonpost.com/entry/spain-morocco-migrant-fence_us_586956e3e4b0eb586489ea81,at least 800 migrants attempt to cross into spain from morocco
1259,https://www.huffingtonpost.com/entry/war-in-afghanistan-enough_b_5571806.html,war in afghanistan: enough is enough
1260,https://www.theonion.com/michael-brown-audiotapes-conclusively-reveal-exactly-wh-1819576861,michael brown audiotapes conclusively reveal exactly what you want them to
1261,https://local.theonion.com/busy-mom-wishes-she-had-enough-spare-time-to-fuck-cia-d-1819574195,busy mom wishes she had enough spare time to fuck cia director
1262,https://www.huffingtonpost.com/entry/world-bank-poised-to-deny_b_5592475.html,world bank poised to deny africa's indigenous peoples their rights
1263,https://www.huffingtonpost.com/entry/jyothi-rao-on-threads-of-_b_7153792.html,jyothi rao: on threads of authenticity
1264,https://www.huffingtonpost.com/entry/cobblestone-street-optical-illusion_us_5a7948f1e4b00f94fe945c33,mind-boggling optical illusion will make you think you can't see straight
1265,https://politics.theonion.com/cannon-overshoots-tim-kaine-across-wells-fargo-center-1819579069,cannon overshoots tim kaine across wells fargo center
1266,https://entertainment.theonion.com/hopes-dreams-crushed-by-panel-of-d-list-celebrities-1819567566,"hopes, dreams crushed by panel of d-list celebrities"
1267,https://www.huffingtonpost.com/entry/alex-trebek-raps-jeopardy-category_us_58aba25fe4b0f077b3ed42b1,alex trebek raps his way through an entire 'jeopardy' category
1268,https://politics.theonion.com/report-anxiety-disorders-induced-by-trump-presidency-n-1819579787,report: anxiety disorders induced by trump presidency not covered under gop health bill
1269,https://local.theonion.com/aunt-enters-ninth-year-of-raving-about-wicked-1819576596,aunt enters ninth year of raving about 'wicked'
1270,https://www.huffingtonpost.com/entry/jimmy-kimmel-hillary-clinton-impeached_us_5a0c0f03e4b0b17ffce1480e,jimmy kimmel asks people if hillary clinton should be impeached
1271,https://local.theonion.com/nice-to-meet-you-coworkers-tell-new-employee-they-ve-1819576001,"'nice to meet you,' coworkers tell new employee they've studied online for hours"
1272,https://www.huffingtonpost.com/entry/alleged-shooter-who-killed-8-had-long-history-of-domestic-violence_us_55c8d1bee4b0923c12bd89ec,alleged shooter who killed 8 had long history of domestic violence
1273,https://www.theonion.com/loose-first-grader-brings-home-different-friend-every-t-1819573945,loose first-grader brings home different friend every time
1274,https://www.huffingtonpost.com/entry/valentines-day-gift-ideas_1_b_6586594.html,valentine's day gift ideas for the single dad
1275,https://entertainment.theonion.com/hot-sweaty-jane-fonda-wondering-if-that-s-the-best-del-1819591194,"hot, sweaty jane fonda wondering if that's the best delivery boy's got"
1276,https://www.huffingtonpost.com/entry/health-stories-january-2016_us_568409bfe4b06fa68881a646,icymi: silicon valley's homeless and female friendship psychology
1277,https://www.huffingtonpost.com/entry/coffman-says-tancredo-is-bored-and-angry_us_59c159fae4b0f96732cbc9a2,coffman says tancredo is 'bored' and angry
1278,https://www.huffingtonpost.com/entry/financial-fitness-2015_b_6515618.html,7 steps to stay financially fit in 2015 and beyond
1279,https://www.huffingtonpost.com/entry/nice-attack-young-girl-drawing_us_57891c1be4b0867123e1139e,young girl draws the horror she witnessed in nice attack
1280,https://www.theonion.com/st-jude-swears-off-ever-answering-another-personals-ad-1819566005,st. jude swears off ever answering another personals ad
1281,https://www.theonion.com/mars-maven-begins-mission-to-take-thousands-of-high-res-1819576955,mars maven begins mission to take thousands of high-resolution desktop backgrounds
1282,https://www.huffingtonpost.com/entry/i-care-for-everyone-but-im-nobodys-caretaker_us_593f01b2e4b094fa859f1b06,"i care for everyone, but i'm nobody's caretaker"
1283,https://www.huffingtonpost.com/entry/i-flinched-at-their-forgiveness_b_7666668.html,i flinched at their forgiveness
1284,https://local.theonion.com/empty-inner-tube-ominously-exits-mouth-of-lazy-river-1819592644,empty inner tube ominously exits mouth of lazy river
1285,https://www.theonion.com/errant-keystroke-produces-character-never-before-seen-b-1819573453,errant keystroke produces character never before seen by human eyes
1286,https://politics.theonion.com/al-franken-pledges-to-make-up-for-sexist-behavior-over-1820516283,al franken pledges to make up for sexist behavior over course of next four senate terms
1287,https://www.huffingtonpost.com/entry/ctrl-plus-a-closer-look-a_b_5497286.html,ctrl+ plus: a closer look at amc's halt and catch fire
1288,https://local.theonion.com/man-still-worried-parents-of-ex-girlfriend-from-7-years-1819579709,man still worried parents of ex-girlfriend from 7 years ago hate him
1289,https://local.theonion.com/call-from-daycare-cant-be-good-1819575000,call from daycare can't be good
1290,https://www.huffingtonpost.com/entry/cherry-blossom-washington-dc-photos_us_56f69e66e4b0143a9b485d9a,cherry blossoms transform iconic d.c. landmarks a week early
1291,https://www.huffingtonpost.com/entry/pope-condemns-islamic-state-terrorism-in-christmas-message_us_567d3669e4b06fa68880172f,pope condemns islamic state terrorism in christmas message
1292,https://www.huffingtonpost.com/entry/disenfranchising-the-form_b_6121474.html,5.85 million people who can't vote but can they still complain?
1293,https://www.theonion.com/dad-suggests-arriving-at-airport-14-hours-early-1819573933,dad suggests arriving at airport 14 hours early
1294,https://www.theonion.com/new-doctors-without-licenses-program-provides-incompe-1819576187,new 'doctors without licenses' program provides incompetent medical care to refugees
1295,https://www.huffingtonpost.com/entry/houses-of-worship-explore-create-designs-to-serve-people-with-disabilities_us_55b2b17de4b0074ba5a4aed1,houses of worship explore creative designs to serve people with disabilities
1296,https://politics.theonion.com/nation-rallies-around-ronald-mcdonald-statue-that-embod-1819580168,nation rallies around ronald mcdonald statue that embodies country's true heritage
1297,https://www.huffingtonpost.com/entry/a-woman-announced-her-pregnancy-with-a-unicorn-frappuccino_us_58fa4e9ee4b00fa7de1413f7,a woman announced her pregnancy with a unicorn frappuccino
1298,https://politics.theonion.com/clinton-promises-to-enact-agenda-whether-or-not-she-ele-1819578325,clinton promises to enact agenda whether or not she elected
1299,https://www.huffingtonpost.com/entry/opinion-oliveri-fair-housing-act_us_5ac3beeee4b09712fec5424a,"50 years after martin luther king jr.'s death, america is still segregated"
1300,https://www.huffingtonpost.com/entry/labour-party-corbyn_us_577abafae4b09b4c43c0f10e,britain's labour party readies for potential leadership battle
1301,https://www.huffingtonpost.comhttp://rise.huffingtonpost.com/watch/pete-carroll-talks-about-failure,"we learn our best lessons when we fail, according to pete carroll"
1302,https://www.huffingtonpost.comhttp://www.timesofisrael.com/barak-netanyahu-wanted-to-strike-iran-in-2010-and-2011-but-colleagues-blocked-him/,ex-israeli defense chief: netanyahu wanted to attack iran in 2010
1303,https://www.huffingtonpost.com/entry/escaping-ebola-a-dangerous-journey-from-the-desert-to-the-mediterranean-sea_us_580f8628e4b0a03911eefbad,escaping ebola: a dangerous journey from the desert to the mediterranean sea
1304,https://www.huffingtonpost.com/entry/obama-baton-rouge_us_578bd3eae4b03fc3ee51403c,obama calls baton rouge police shooting 'the work of cowards who speak for no one'
1305,https://www.theonion.com/applebees-to-offer-divorced-father-and-child-specials-e-1819574363,applebee's to offer divorced-father-and-child specials every other weekend
1306,https://www.huffingtonpost.com/entry/brazil-prison-riot_us_587bd202e4b09281d0eb73b6,"brazil prison riot kills at least 27 inmates, reports say"
1307,https://entertainment.theonion.com/j-k-rowling-revealed-to-be-pseudonym-for-newt-gingrich-1819575237,j.k. rowling revealed to be pseudonym for newt gingrich
1308,https://www.huffingtonpost.com/entry/tripoli-airport-captured_n_5703999.html,"libyan islamist fighters say captured main airport, mystery airstrikes continue"
1309,https://local.theonion.com/christmas-tree-still-sitting-on-curb-outside-rockefelle-1819591727,christmas tree still sitting on curb outside rockefeller center
1310,https://politics.theonion.com/paul-ryan-slits-auto-mechanic-s-throat-to-kick-off-gop-1821475569,paul ryan slits auto mechanic's throat to kick off gop purge of working class
1311,https://politics.theonion.com/rick-perry-experiences-overwhelming-feeling-of-clarity-1819573212,rick perry experiences overwhelming feeling of clarity and contentment in final moments before death of campaign
1312,https://www.huffingtonpost.com/entry/weapon-smuggling-us-brazil_us_5aa053d8e4b0d4f5b66d14e8,how brazil's 'lord of guns' armed rio's drug war with u.s. weapons
1313,https://www.huffingtonpost.com/entry/how-to-be-an-effective-listener_us_59658c1ee4b0deab7c646cb9,how to be an effective listener
1314,https://www.theonion.com/new-law-prohibits-kaleidoscoping-while-driving-1819573247,new law prohibits kaleidoscoping while driving
1315,https://www.huffingtonpost.com/entry/palestinians-starting-to-_b_7566552.html,palestinians starting to play on less uneven playing field
1316,https://www.theonion.com/video-game-shopkeeper-starting-to-get-suspicious-after-1819580296,video game shopkeeper starting to get suspicious after selling 800 bombs to player
